Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.00      2.55     0.00        1     0.00     0.00  std::_Deque_base<common::Point, std::allocator<common::Point> >::_Deque_impl::_Deque_impl(std::allocator<common::Point> const&)
  0.00      2.55     0.00        1     0.00     0.00  std::_Deque_base<common::Point, std::allocator<common::Point> >::_Deque_impl_data::_M_swap_data(std::_Deque_base<common::Point, std::allocator<common::Point> >::_Deque_impl_data&)
  0.00      2.55     0.00        1     0.00     0.00  std::_Deque_base<common::Point, std::allocator<common::Point> >::_Deque_impl_data::_Deque_impl_data(std::_Deque_base<common::Point, std::allocator<common::Point> >::_Deque_impl_data&&)
  0.00      2.55     0.00        1     0.00     0.00  std::_Deque_base<common::Point, std::allocator<common::Point> >::_Deque_impl_data::_Deque_impl_data(std::_Deque_base<common::Point, std::allocator<common::Point> >::_Deque_impl_data const&)
  0.00      2.55     0.00        1     0.00     0.00  std::_Deque_base<common::Point, std::allocator<common::Point> >::_Deque_base(std::allocator<common::Point> const&, unsigned long)
  0.00      2.55     0.00        1     0.00     0.00  std::_Deque_base<common::Point, std::allocator<common::Point> >::_Deque_base(std::_Deque_base<common::Point, std::allocator<common::Point> >&&)
  0.00      2.55     0.00        1     0.00     0.00  void std::__copy_move<true, false, std::random_access_iterator_tag>::__assign_one<common::Point, common::Point>(common::Point*, common::Point*)
  0.00      2.55     0.00        1     0.00     0.00  std::_Deque_iterator<common::Point, common::Point const&, common::Point const*>::operator+=(long)
  0.00      2.55     0.00        1     0.00     0.01  std::_Deque_iterator<common::Point, common::Point&, common::Point*> std::__uninitialized_copy<false>::__uninit_copy<std::_Deque_iterator<common::Point, common::Point const&, common::Point const*>, std::_Deque_iterator<common::Point, common::Point&, common::Point*> >(std::_Deque_iterator<common::Point, common::Point const&, common::Point const*>, std::_Deque_iterator<common::Point, common::Point const&, common::Point const*>, std::_Deque_iterator<common::Point, common::Point&, common::Point*>)
  0.00      2.55     0.00        1     0.00     0.00  std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::seed(unsigned long)
  0.00      2.55     0.00        1     0.00     0.00  std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::mersenne_twister_engine(unsigned long)
  0.00      2.55     0.00        1     0.00     0.01  std::uniform_real_distribution<double>::param_type::param_type(double, double)
  0.00      2.55     0.00        1     0.00     0.01  std::uniform_real_distribution<double>::uniform_real_distribution(double, double)
  0.00      2.55     0.00        1     0.00     0.00  void std::deque<common::Point, std::allocator<common::Point> >::_M_push_front_aux<common::Point const&>(common::Point const&)
  0.00      2.55     0.00        1     0.00     0.00  std::deque<common::Point, std::allocator<common::Point> >::_M_reserve_map_at_front(unsigned long)
  0.00      2.55     0.00        1     0.00     0.00  std::deque<common::Point, std::allocator<common::Point> >::rbegin()
  0.00      2.55     0.00        1     0.00     0.00  std::deque<common::Point, std::allocator<common::Point> >::deque(std::deque<common::Point, std::allocator<common::Point> >&&)
  0.00      2.55     0.00        1     0.00     0.02  std::deque<common::Point, std::allocator<common::Point> >::deque(std::deque<common::Point, std::allocator<common::Point> > const&)
  0.00      2.55     0.00        1     0.00     0.00  int std::__bit_width<unsigned long>(unsigned long)
  0.00      2.55     0.00        1     0.00     0.00  int std::__countl_zero<unsigned long>(unsigned long)
  0.00      2.55     0.00        1     0.00     0.01  std::_Deque_iterator<common::Point, common::Point&, common::Point*> std::__do_uninit_copy<std::_Deque_iterator<common::Point, common::Point const&, common::Point const*>, std::_Deque_iterator<common::Point, common::Point&, common::Point*> >(std::_Deque_iterator<common::Point, common::Point const&, common::Point const*>, std::_Deque_iterator<common::Point, common::Point const&, common::Point const*>, std::_Deque_iterator<common::Point, common::Point&, common::Point*>)
  0.00      2.55     0.00        1     0.00     0.02  void std::__insertion_sort<std::_Deque_iterator<common::Point, common::Point&, common::Point*>, __gnu_cxx::__ops::_Iter_less_iter>(std::_Deque_iterator<common::Point, common::Point&, common::Point*>, std::_Deque_iterator<common::Point, common::Point&, common::Point*>, __gnu_cxx::__ops::_Iter_less_iter)
  0.00      2.55     0.00        1     0.00     0.01  std::_Deque_iterator<common::Point, common::Point&, common::Point*> std::uninitialized_copy<std::_Deque_iterator<common::Point, common::Point const&, common::Point const*>, std::_Deque_iterator<common::Point, common::Point&, common::Point*> >(std::_Deque_iterator<common::Point, common::Point const&, common::Point const*>, std::_Deque_iterator<common::Point, common::Point const&, common::Point const*>, std::_Deque_iterator<common::Point, common::Point&, common::Point*>)
  0.00      2.55     0.00        1     0.00     0.13  void std::__final_insertion_sort<std::_Deque_iterator<common::Point, common::Point&, common::Point*>, __gnu_cxx::__ops::_Iter_less_iter>(std::_Deque_iterator<common::Point, common::Point&, common::Point*>, std::_Deque_iterator<common::Point, common::Point&, common::Point*>, __gnu_cxx::__ops::_Iter_less_iter)
  0.00      2.55     0.00        1     0.00     0.00  std::abs(double)
  0.00      2.55     0.00        1     0.00     0.00  long std::__lg<long>(long)
  0.00      2.55     0.00        1     0.00     0.71  void std::sort<std::_Deque_iterator<common::Point, common::Point&, common::Point*> >(std::_Deque_iterator<common::Point, common::Point&, common::Point*>, std::_Deque_iterator<common::Point, common::Point&, common::Point*>)
  0.00      2.55     0.00        1     0.00     0.00  std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<std::_Deque_base<common::Point, std::allocator<common::Point> >::_Deque_impl_data> >, std::is_move_constructible<std::_Deque_base<common::Point, std::allocator<common::Point> >::_Deque_impl_data>, std::is_move_assignable<std::_Deque_base<common::Point, std::allocator<common::Point> >::_Deque_impl_data> >::value, void>::type std::swap<std::_Deque_base<common::Point, std::allocator<common::Point> >::_Deque_impl_data>(std::_Deque_base<common::Point, std::allocator<common::Point> >::_Deque_impl_data&, std::_Deque_base<common::Point, std::allocator<common::Point> >::_Deque_impl_data&)
  0.00      2.55     0.00        1     0.00     0.71  void std::__sort<std::_Deque_iterator<common::Point, common::Point&, common::Point*>, __gnu_cxx::__ops::_Iter_less_iter>(std::_Deque_iterator<common::Point, common::Point&, common::Point*>, std::_Deque_iterator<common::Point, common::Point&, common::Point*>, __gnu_cxx::__ops::_Iter_less_iter)
  0.00      2.55     0.00        1     0.00     0.00  void std::__advance<std::_Deque_iterator<common::Point, common::Point const&, common::Point const*>, long>(std::_Deque_iterator<common::Point, common::Point const&, common::Point const*>&, long, std::random_access_iterator_tag)

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.

 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

Copyright (C) 2012-2024 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

		     Call graph (explanation follows)


granularity: each sample hit covers 4 byte(s) for 0.39% of 2.55 seconds

index % time    self  children    called     name
                                                 <spontaneous>
[1]     99.0    0.00    2.52                 main [1]
                0.17    1.99       1/1           std::deque<common::Point, std::allocator<common::Point> > common::compute_convex_hull<std::deque<common::Point, std::allocator<common::Point> > >(std::deque<common::Point, std::allocator<common::Point> >) [2]
                0.00    0.23 2000000/2000000     double std::uniform_real_distribution<double>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [14]
                0.00    0.07       1/1           double common::compute_area<std::deque<common::Point, std::allocator<common::Point> > >(std::deque<common::Point, std::allocator<common::Point> > const&) [33]
                0.01    0.02 1000000/1000000     common::Point& std::deque<common::Point, std::allocator<common::Point> >::emplace_back<double, double>(double&&, double&&) [44]
                0.00    0.02       1/1           std::deque<common::Point, std::allocator<common::Point> >::deque(std::deque<common::Point, std::allocator<common::Point> > const&) [51]
                0.00    0.01       1/1           std::uniform_real_distribution<double>::uniform_real_distribution(double, double) [86]
                0.00    0.00       3/4           std::deque<common::Point, std::allocator<common::Point> >::~deque() [97]
                0.00    0.00       1/2           std::deque<common::Point, std::allocator<common::Point> >::deque() [106]
                0.00    0.00       1/4121246     std::deque<common::Point, std::allocator<common::Point> >::size() const [25]
                0.00    0.00       1/1           std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::mersenne_twister_engine(unsigned long) [184]
-----------------------------------------------
                0.17    1.99       1/1           main [1]
[2]     84.7    0.17    1.99       1         std::deque<common::Point, std::allocator<common::Point> > common::compute_convex_hull<std::deque<common::Point, std::allocator<common::Point> > >(std::deque<common::Point, std::allocator<common::Point> >) [2]
                0.00    0.71       1/1           void std::sort<std::_Deque_iterator<common::Point, common::Point&, common::Point*> >(std::_Deque_iterator<common::Point, common::Point&, common::Point*>, std::_Deque_iterator<common::Point, common::Point&, common::Point*>) [3]
                0.01    0.41 1999964/1999964     std::deque<common::Point, std::allocator<common::Point> >::erase(std::_Deque_iterator<common::Point, common::Point const&, common::Point const*>) [8]
                0.04    0.29 7999917/7999917     void std::__advance<std::_Deque_iterator<common::Point, common::Point&, common::Point*>, long>(std::_Deque_iterator<common::Point, common::Point&, common::Point*>&, long, std::random_access_iterator_tag) [12]
                0.07    0.03 7999943/10999911     std::deque<common::Point, std::allocator<common::Point> >::end() [22]
                0.04    0.06 2000000/2000000     std::deque<common::Point, std::allocator<common::Point> >::insert(std::_Deque_iterator<common::Point, common::Point const&, common::Point const*>, common::Point const&) [28]
                0.05    0.00 15999839/101393340     std::_Deque_iterator<common::Point, common::Point&, common::Point*>::_Deque_iterator(std::_Deque_iterator<common::Point, common::Point&, common::Point*> const&) [11]
                0.05    0.00 3999958/3999958     common::compute_convex_hull<std::deque<common::Point, std::allocator<common::Point> > >(std::deque<common::Point, std::allocator<common::Point> >)::{lambda(common::Point const&, common::Point const&, common::Point const&)#1}::operator()(common::Point const&, common::Point const&, common::Point const&) const [36]
                0.01    0.04 1999984/4121246     std::deque<common::Point, std::allocator<common::Point> >::size() const [25]
                0.04    0.00 3999964/4000007     std::_Deque_iterator<common::Point, common::Point const&, common::Point const*>::_Deque_iterator<std::_Deque_iterator<common::Point, common::Point&, common::Point*>, void>(std::_Deque_iterator<common::Point, common::Point&, common::Point*> const&) [40]
